1.638681,1.647473,1.663297,65
1.63956,1.644835,1.664176,65
1.626374,1.636044,1.633407,65
1.634286,1.633407,1.633407,65
1.638681,1.636923,1.63956,65
1.631648,1.631648,1.634286,65
1.633407,1.636923,1.64044,65
1.633407,1.636044,1.636044,65
1.62989,1.636923,1.632527,65
1.630769,1.635165,1.638681,65
1.631648,1.637802,1.636923,65
1.631648,1.633407,1.633407,65
1.630769,1.630769,1.634286,65
1.631648,1.637802,1.635165,65
1.632527,1.635165,1.634286,65
1.631648,1.634286,1.637802,65
1.632527,1.636044,1.636923,65
1.628132,1.63956,1.638681,65
1.635165,1.636044,1.634286,65
1.665055,1.681758,1.65978,65
1.680879,1.763517,1.702857,65
1.687912,1.814505,1.783736,65
1.651868,1.782857,1.872527,65
1.625494,1.713407,1.898901,65
1.631648,1.671209,1.84,65
1.645714,1.653626,1.738022,65
1.658901,1.648352,1.682637,65
1.654505,1.618462,1.668571,65
1.654505,1.611428,1.671209,65
1.658901,1.621099,1.646593,65
1.661538,1.628132,1.629011,65
1.651868,1.615824,1.617582,65
1.648352,1.592967,1.625494,65
1.649231,1.608791,1.647473,65
1.657143,1.636923,1.650989,65
1.658022,1.653626,1.667692,65
1.65011,1.658901,1.685275,65
1.654505,1.643956,1.697582,65
1.65011,1.643956,1.694066,65
1.651868,1.650989,1.678242,65
1.648352,1.644835,1.669451,65
1.648352,1.642198,1.667692,65
1.646593,1.632527,1.660659,65
1.646593,1.62989,1.643077,65
1.643077,1.614945,1.617582,65
1.638681,1.611428,1.594725,65
1.628132,1.596484,1.585055,65
1.634286,1.591209,1.567472,65
1.631648,1.587692,1.561319,65
1.623736,1.58945,1.554286,65
1.621099,1.586813,1.562198,65
1.621978,1.58945,1.565714,65
1.626374,1.596484,1.567472,65
1.615824,1.596484,1.570989,65
1.616703,1.603516,1.580659,65
1.617582,1.602637,1.584176,65
1.613187,1.607033,1.591209,65
1.616703,1.604396,1.581538,65
1.606154,1.607033,1.574506,65
1.608791,1.598242,1.573626,65
1.607912,1.592088,1.567472,65
1.607912,1.591209,1.55956,65
1.610549,1.587692,1.561319,65
1.606154,1.593846,1.556044,65
1.606154,1.59033,1.562198,65
1.606154,1.592088,1.568352,65
1.606154,1.603516,1.574506,65
1.610549,1.601758,1.583297,65
1.608791,1.602637,1.596484,65
1.611428,1.614066,1.607033,65
1.616703,1.619341,1.613187,65
1.617582,1.623736,1.622857,65
1.615824,1.633407,1.625494,65
1.621099,1.634286,1.62989,65
1.618462,1.636044,1.638681,65
1.616703,1.630769,1.645714,65
1.624615,1.63956,1.649231,65
1.624615,1.64044,1.648352,65
1.628132,1.63956,1.655385,65
1.622857,1.637802,1.657143,65
1.630769,1.642198,1.666813,65
1.62989,1.647473,1.672088,65
1.636923,1.649231,1.675604,65
1.64044,1.65011,1.683517,65
1.641319,1.652747,1.687033,65
1.63956,1.657143,1.696703,65
1.644835,1.65978,1.697582,65
1.642198,1.661538,1.707253,65
1.642198,1.662418,1.701978,65
1.643077,1.661538,1.704615,65
1.646593,1.658901,1.706374,65
1.652747,1.65978,1.70022,65
1.650989,1.653626,1.697582,65
1.652747,1.651868,1.695824,65
1.648352,1.654505,1.685275,65
1.652747,1.65011,1.684396,65
1.649231,1.646593,1.674725,65
1.651868,1.647473,1.676484,65
1.654505,1.645714,1.672967,65
1.650989,1.641319,1.665934,65
1.644835,1.645714,1.666813,65
1.648352,1.636923,1.663297,65
1.647473,1.635165,1.655385,65
1.643077,1.630769,1.652747,65
1.63956,1.631648,1.646593,65
1.63956,1.624615,1.643956,65
1.637802,1.626374,1.638681,65
1.635165,1.621099,1.627253,65
1.638681,1.618462,1.62022,65
1.633407,1.618462,1.617582,65
1.638681,1.613187,1.607033,65
1.638681,1.610549,1.605275,65
1.628132,1.611428,1.599121,65
1.630769,1.607033,1.592088,65
1.628132,1.602637,1.603516,65
1.621978,1.600879,1.588571,65
1.62022,1.607033,1.593846,65
1.62022,1.606154,1.58945,65
1.618462,1.608791,1.592967,65
1.614945,1.602637,1.586813,65
1.616703,1.605275,1.58945,65
1.621099,1.607912,1.588571,65
1.616703,1.604396,1.592967,65
1.617582,1.606154,1.592967,65
1.614945,1.607033,1.594725,65
1.622857,1.607912,1.591209,65
1.621099,1.607912,1.6,65
1.62022,1.605275,1.603516,65
1.624615,1.60967,1.597363,65
1.62022,1.611428,1.610549,65
1.621978,1.614945,1.612308,65
1.621978,1.617582,1.611428,65
1.619341,1.624615,1.618462,65
1.623736,1.621978,1.631648,65
1.623736,1.629011,1.631648,65
1.623736,1.627253,1.636923,65
1.624615,1.631648,1.645714,65
1.632527,1.633407,1.643077,65
1.628132,1.636923,1.649231,65
1.631648,1.642198,1.653626,65
1.638681,1.643956,1.654505,65
1.62989,1.637802,1.660659,65
1.638681,1.641319,1.662418,65
1.632527,1.638681,1.663297,65
1.638681,1.648352,1.668571,65
